timestamp Ny_Alesund
"2020-11-23 00:11:00" 7007.8
"2020-11-23 00:11:10" 7007.5
"2020-11-23 00:11:20" 7007.5
"2020-11-23 00:11:30" 7007.5
"2020-11-23 00:11:40" 7007.5
"2020-11-23 00:11:50" 7007.5
"2020-11-23 00:12:00" 7007.5
"2020-11-23 00:12:10" 7007.0
"2020-11-23 00:12:20" 7006.5
"2020-11-23 00:12:30" 7006.3
"2020-11-23 00:12:40" 7006.3
"2020-11-23 00:12:50" 7006.3
"2020-11-23 00:13:00" 7006.3
"2020-11-23 00:13:10" 7006.5
"2020-11-23 00:13:20" 7006.8
"2020-11-23 00:13:30" 7007.0
"2020-11-23 00:13:40" 7007.5
"2020-11-23 00:13:50" 7008.0
"2020-11-23 00:14:00" 7008.5
"2020-11-23 00:14:10" 7008.7
"2020-11-23 00:14:20" 7009.2
"2020-11-23 00:14:30" 7010.2
"2020-11-23 00:14:40" 7011.2
"2020-11-23 00:14:50" 7012.2
"2020-11-23 00:15:00" 7013.1
"2020-11-23 00:15:10" 7013.9
"2020-11-23 00:15:20" 7014.6
"2020-11-23 00:15:30" 7015.1
"2020-11-23 00:15:40" 7015.6
"2020-11-23 00:15:50" 7015.6
"2020-11-23 00:16:00" 7015.8
"2020-11-23 00:16:10" 7016.1
"2020-11-23 00:16:20" 7015.8
"2020-11-23 00:16:30" 7015.3
"2020-11-23 00:16:40" 7015.1
"2020-11-23 00:16:50" 7014.8
"2020-11-23 00:17:00" 7014.6
"2020-11-23 00:17:10" 7014.4
"2020-11-23 00:17:20" 7014.4
"2020-11-23 00:17:30" 7014.1
"2020-11-23 00:17:40" 7013.6
"2020-11-23 00:17:50" 7013.6
"2020-11-23 00:18:00" 7013.9
"2020-11-23 00:18:10" 7014.1
"2020-11-23 00:18:20" 7014.1
"2020-11-23 00:18:30" 7013.9
"2020-11-23 00:18:40" 7013.6
"2020-11-23 00:18:50" 7013.4
"2020-11-23 00:19:00" 7013.1
"2020-11-23 00:19:10" 7012.9
"2020-11-23 00:19:20" 7012.4
"2020-11-23 00:19:30" 7012.4
"2020-11-23 00:19:40" 7012.4
"2020-11-23 00:19:50" 7012.4
"2020-11-23 00:20:00" 7011.9
"2020-11-23 00:20:10" 7011.7
"2020-11-23 00:20:20" 7011.7
"2020-11-23 00:20:30" 7011.2
"2020-11-23 00:20:40" 7010.4
"2020-11-23 00:20:50" 7010.0
"2020-11-23 00:21:00" 7009.7
"2020-11-23 00:21:10" 7009.2
"2020-11-23 00:21:20" 7008.7
"2020-11-23 00:21:30" 7008.2
"2020-11-23 00:21:40" 7008.2
"2020-11-23 00:21:50" 7007.5
"2020-11-23 00:22:00" 7007.0
"2020-11-23 00:22:10" 7006.8
"2020-11-23 00:22:20" 7006.3
"2020-11-23 00:22:30" 7006.1
"2020-11-23 00:22:40" 7005.8
"2020-11-23 00:22:50" 7005.6
"2020-11-23 00:23:00" 7005.8
"2020-11-23 00:23:10" 7005.6
"2020-11-23 00:23:20" 7005.6
"2020-11-23 00:23:30" 7005.3
"2020-11-23 00:23:40" 7005.3
"2020-11-23 00:23:50" 7005.8
"2020-11-23 00:24:00" 7006.1
"2020-11-23 00:24:10" 7006.3
"2020-11-23 00:24:20" 7006.5
"2020-11-23 00:24:30" 7006.8
"2020-11-23 00:24:40" 7007.0
"2020-11-23 00:24:50" 7007.0
"2020-11-23 00:25:00" 7006.8
"2020-11-23 00:25:10" 7007.0
"2020-11-23 00:25:20" 7006.8
"2020-11-23 00:25:30" 7006.5
"2020-11-23 00:25:40" 7006.5
"2020-11-23 00:25:50" 7006.0
"2020-11-23 00:26:00" 7006.0
"2020-11-23 00:26:10" 7006.0
"2020-11-23 00:26:20" 7005.8
"2020-11-23 00:26:30" 7005.3
"2020-11-23 00:26:40" 7004.8
"2020-11-23 00:26:50" 7003.8
"2020-11-23 00:27:00" 7003.3
"2020-11-23 00:27:10" 7002.8
"2020-11-23 00:27:20" 7002.6
"2020-11-23 00:27:30" 7002.1
"2020-11-23 00:27:40" 7001.6
"2020-11-23 00:27:50" 7001.4
"2020-11-23 00:28:00" 7000.6
"2020-11-23 00:28:10" 7000.4
"2020-11-23 00:28:20" 7000.1
"2020-11-23 00:28:30" 7000.4
"2020-11-23 00:28:40" 7000.4
"2020-11-23 00:28:50" 6999.9
"2020-11-23 00:29:00" 6999.4
"2020-11-23 00:29:10" 6999.2
"2020-11-23 00:29:20" 6999.2
"2020-11-23 00:29:30" 6999.2
"2020-11-23 00:29:40" 6999.4
"2020-11-23 00:29:50" 6999.4
"2020-11-23 00:30:00" 6999.9
"2020-11-23 00:30:10" 7000.4
"2020-11-23 00:30:20" 7001.1
"2020-11-23 00:30:30" 7001.4
"2020-11-23 00:30:40" 7001.9
"2020-11-23 00:30:50" 7002.1
"2020-11-23 00:31:00" 7002.4
"2020-11-23 00:31:10" 7002.6
"2020-11-23 00:31:20" 7003.1
"2020-11-23 00:31:30" 7003.1
"2020-11-23 00:31:40" 7003.1
"2020-11-23 00:31:50" 7002.9
"2020-11-23 00:32:00" 7002.4
"2020-11-23 00:32:10" 7002.1
"2020-11-23 00:32:20" 7001.9
"2020-11-23 00:32:30" 7001.4
"2020-11-23 00:32:40" 7001.2
"2020-11-23 00:32:50" 7001.2
"2020-11-23 00:33:00" 7001.2
"2020-11-23 00:33:10" 7000.7
"2020-11-23 00:33:20" 7000.7
"2020-11-23 00:33:30" 7000.4
"2020-11-23 00:33:40" 7000.9
"2020-11-23 00:33:50" 7000.9
"2020-11-23 00:34:00" 7001.2
"2020-11-23 00:34:10" 7001.4
"2020-11-23 00:34:20" 7001.7
"2020-11-23 00:34:30" 7001.4
"2020-11-23 00:34:40" 7001.5
"2020-11-23 00:34:50" 7001.7
"2020-11-23 00:35:00" 7001.5
"2020-11-23 00:35:10" 7001.5
"2020-11-23 00:35:20" 7001.7
"2020-11-23 00:35:30" 7002.0
"2020-11-23 00:35:40" 7002.2
"2020-11-23 00:35:50" 7002.5
"2020-11-23 00:36:00" 7002.7
"2020-11-23 00:36:10" 7002.7
"2020-11-23 00:36:20" 7002.9
"2020-11-23 00:36:30" 7003.2
"2020-11-23 00:36:40" 7003.7
"2020-11-23 00:36:50" 7003.9
"2020-11-23 00:37:00" 7004.2
"2020-11-23 00:37:10" 7004.4
"2020-11-23 00:37:20" 7004.9
"2020-11-23 00:37:30" 7005.1
"2020-11-23 00:37:40" 7005.6
"2020-11-23 00:37:50" 7006.4
"2020-11-23 00:38:00" 7006.8
"2020-11-23 00:38:10" 7007.1
"2020-11-23 00:38:20" 7007.8
"2020-11-23 00:38:30" 7007.8
"2020-11-23 00:38:40" 7008.1
"2020-11-23 00:38:50" 7008.5
"2020-11-23 00:39:00" 7008.8
"2020-11-23 00:39:10" 7009.0
"2020-11-23 00:39:20" 7009.3
"2020-11-23 00:39:30" 7009.5
"2020-11-23 00:39:40" 7009.3
"2020-11-23 00:39:50" 7009.5
"2020-11-23 00:40:00" 7009.3
"2020-11-23 00:40:10" 7009.0
"2020-11-23 00:40:20" 7009.2
"2020-11-23 00:40:30" 7009.0
"2020-11-23 00:40:40" 7009.0
"2020-11-23 00:40:50" 7008.7
"2020-11-23 00:41:00" 7008.5
"2020-11-23 00:41:10" 7008.5
"2020-11-23 00:41:20" 7008.5
"2020-11-23 00:41:30" 7008.5
"2020-11-23 00:41:40" 7008.5
"2020-11-23 00:41:50" 7008.3
"2020-11-23 00:42:00" 7008.5
"2020-11-23 00:42:10" 7008.7
"2020-11-23 00:42:20" 7008.7
"2020-11-23 00:42:30" 7008.7
"2020-11-23 00:42:40" 7009.0
"2020-11-23 00:42:50" 7008.7
"2020-11-23 00:43:00" 7008.7
"2020-11-23 00:43:10" 7008.2
"2020-11-23 00:43:20" 7007.8
"2020-11-23 00:43:30" 7007.8
"2020-11-23 00:43:40" 7007.8
"2020-11-23 00:43:50" 7008.0
"2020-11-23 00:44:00" 7008.2
"2020-11-23 00:44:10" 7008.2
"2020-11-23 00:44:20" 7008.5
"2020-11-23 00:44:30" 7008.7
"2020-11-23 00:44:40" 7009.2
"2020-11-23 00:44:50" 7009.5
"2020-11-23 00:45:00" 7009.7
"2020-11-23 00:45:10" 7009.9
"2020-11-23 00:45:20" 7010.2
"2020-11-23 00:45:30" 7010.2
"2020-11-23 00:45:40" 7010.2
"2020-11-23 00:45:50" 7010.2
"2020-11-23 00:46:00" 7010.2
"2020-11-23 00:46:10" 7010.7
"2020-11-23 00:46:20" 7011.2
"2020-11-23 00:46:30" 7011.9
"2020-11-23 00:46:40" 7012.2
"2020-11-23 00:46:50" 7012.7
"2020-11-23 00:47:00" 7013.4
"2020-11-23 00:47:10" 7014.1
"2020-11-23 00:47:20" 7014.9
"2020-11-23 00:47:30" 7015.6
"2020-11-23 00:47:40" 7016.1
"2020-11-23 00:47:50" 7016.8
"2020-11-23 00:48:00" 7017.3
"2020-11-23 00:48:10" 7017.5
"2020-11-23 00:48:20" 7017.8
"2020-11-23 00:48:30" 7018.0
"2020-11-23 00:48:40" 7018.3
"2020-11-23 00:48:50" 7018.3
"2020-11-23 00:49:00" 7018.5
"2020-11-23 00:49:10" 7018.8
"2020-11-23 00:49:20" 7018.8
"2020-11-23 00:49:30" 7019.0
"2020-11-23 00:49:40" 7019.3
"2020-11-23 00:49:50" 7019.5
"2020-11-23 00:50:00" 7019.7
"2020-11-23 00:50:10" 7020.0
"2020-11-23 00:50:20" 7020.0
"2020-11-23 00:50:30" 7020.0
"2020-11-23 00:50:40" 7019.7
"2020-11-23 00:50:50" 7020.0
"2020-11-23 00:51:00" 7019.7
"2020-11-23 00:51:10" 7019.7
"2020-11-23 00:51:20" 7020.0
"2020-11-23 00:51:30" 7020.2
"2020-11-23 00:51:40" 7020.2
"2020-11-23 00:51:50" 7020.4
"2020-11-23 00:52:00" 7020.9
"2020-11-23 00:52:10" 7021.2
"2020-11-23 00:52:20" 7021.4
"2020-11-23 00:52:30" 7021.4
"2020-11-23 00:52:40" 7021.9
"2020-11-23 00:52:50" 7021.9
"2020-11-23 00:53:00" 7022.1
"2020-11-23 00:53:10" 7022.4
"2020-11-23 00:53:20" 7022.4
"2020-11-23 00:53:30" 7022.6
"2020-11-23 00:53:40" 7022.9
"2020-11-23 00:53:50" 7023.1
"2020-11-23 00:54:00" 7023.4
"2020-11-23 00:54:10" 7023.9
"2020-11-23 00:54:20" 7024.1
"2020-11-23 00:54:30" 7024.1
"2020-11-23 00:54:40" 7024.6
"2020-11-23 00:54:50" 7024.8
"2020-11-23 00:55:00" 7025.1
"2020-11-23 00:55:10" 7025.3
"2020-11-23 00:55:20" 7025.6
"2020-11-23 00:55:30" 7025.8
"2020-11-23 00:55:40" 7025.8
"2020-11-23 00:55:50" 7025.5
"2020-11-23 00:56:00" 7025.3
"2020-11-23 00:56:10" 7025.3
"2020-11-23 00:56:20" 7025.0
"2020-11-23 00:56:30" 7025.0
"2020-11-23 00:56:40" 7025.0
"2020-11-23 00:56:50" 7025.3
"2020-11-23 00:57:00" 7025.5
"2020-11-23 00:57:10" 7025.5
"2020-11-23 00:57:20" 7025.5
"2020-11-23 00:57:30" 7025.3
"2020-11-23 00:57:40" 7025.5
"2020-11-23 00:57:50" 7025.5
"2020-11-23 00:58:00" 7025.8
"2020-11-23 00:58:10" 7026.0
"2020-11-23 00:58:20" 7026.2
"2020-11-23 00:58:30" 7026.2
"2020-11-23 00:58:40" 7026.2
"2020-11-23 00:58:50" 7026.5
"2020-11-23 00:59:00" 7026.7
"2020-11-23 00:59:10" 7027.0
"2020-11-23 00:59:20" 7027.2
"2020-11-23 00:59:30" 7027.4
"2020-11-23 00:59:40" 7028.4
"2020-11-23 00:59:50" 7028.6
"2020-11-23 01:00:00" 7028.9
"2020-11-23 01:00:10" 7029.4
"2020-11-23 01:00:20" 7029.4
"2020-11-23 01:00:30" 7029.6
"2020-11-23 01:00:40" 7030.1
"2020-11-23 01:00:50" 7030.8
"2020-11-23 01:01:00" 7031.3
"2020-11-23 01:01:10" 7032.1
"2020-11-23 01:01:20" 7032.5
"2020-11-23 01:01:30" 7032.3
"2020-11-23 01:01:40" 7032.3
"2020-11-23 01:01:50" 7032.3
"2020-11-23 01:02:00" 7032.0
"2020-11-23 01:02:10" 7031.8
"2020-11-23 01:02:20" 7031.6
"2020-11-23 01:02:30" 7031.3
"2020-11-23 01:02:40" 7031.1
"2020-11-23 01:02:50" 7030.6
"2020-11-23 01:03:00" 7030.3
"2020-11-23 01:03:10" 7030.1
"2020-11-23 01:03:20" 7029.6
"2020-11-23 01:03:30" 7029.3
"2020-11-23 01:03:40" 7029.1
"2020-11-23 01:03:50" 7029.1
"2020-11-23 01:04:00" 7028.8
"2020-11-23 01:04:10" 7028.6
"2020-11-23 01:04:20" 7028.6
"2020-11-23 01:04:30" 7028.6
"2020-11-23 01:04:40" 7028.9
"2020-11-23 01:04:50" 7028.9
"2020-11-23 01:05:00" 7029.3
"2020-11-23 01:05:10" 7029.6
"2020-11-23 01:05:20" 7029.6
"2020-11-23 01:05:30" 7029.8
"2020-11-23 01:05:40" 7030.1
"2020-11-23 01:05:50" 7030.3
"2020-11-23 01:06:00" 7030.8
"2020-11-23 01:06:10" 7031.1
"2020-11-23 01:06:20" 7031.3
"2020-11-23 01:06:30" 7032.0
"2020-11-23 01:06:40" 7032.5
"2020-11-23 01:06:50" 7033.3
"2020-11-23 01:07:00" 7033.5
"2020-11-23 01:07:10" 7033.8
"2020-11-23 01:07:20" 7034.0
"2020-11-23 01:07:30" 7034.0
"2020-11-23 01:07:40" 7034.0
"2020-11-23 01:07:50" 7033.5
"2020-11-23 01:08:00" 7032.8
"2020-11-23 01:08:10" 7032.8
"2020-11-23 01:08:20" 7032.5
"2020-11-23 01:08:30" 7032.3
"2020-11-23 01:08:40" 7032.3
"2020-11-23 01:08:50" 7032.3
"2020-11-23 01:09:00" 7032.5
"2020-11-23 01:09:10" 7032.0
"2020-11-23 01:09:20" 7031.5
"2020-11-23 01:09:30" 7031.5
"2020-11-23 01:09:40" 7031.1
"2020-11-23 01:09:50" 7030.8
"2020-11-23 01:10:00" 7030.3
"2020-11-23 01:10:10" 7030.3
"2020-11-23 01:10:20" 7029.8
"2020-11-23 01:10:30" 7029.6
"2020-11-23 01:10:40" 7029.6
"2020-11-23 01:10:50" 7029.3
"2020-11-23 01:11:00" 7029.3
"2020-11-23 01:11:10" 7029.1
"2020-11-23 01:11:20" 7028.6
"2020-11-23 01:11:30" 7028.4
"2020-11-23 01:11:40" 7027.6
"2020-11-23 01:11:50" 7026.6
"2020-11-23 01:12:00" 7026.2
"2020-11-23 01:12:10" 7024.7
"2020-11-23 01:12:20" 7024.0
"2020-11-23 01:12:30" 7023.2
"2020-11-23 01:12:40" 7022.0
"2020-11-23 01:12:50" 7021.5
"2020-11-23 01:13:00" 7021.0
"2020-11-23 01:13:10" 7020.3
"2020-11-23 01:13:20" 7020.1
"2020-11-23 01:13:30" 7019.3
"2020-11-23 01:13:40" 7018.6
"2020-11-23 01:13:50" 7018.1
"2020-11-23 01:14:00" 7017.4
"2020-11-23 01:14:10" 7016.9
"2020-11-23 01:14:20" 7016.9
"2020-11-23 01:14:30" 7016.4
"2020-11-23 01:14:40" 7015.9
"2020-11-23 01:14:50" 7015.7
"2020-11-23 01:15:00" 7015.4
"2020-11-23 01:15:10" 7015.2
"2020-11-23 01:15:20" 7014.9
"2020-11-23 01:15:30" 7014.7
"2020-11-23 01:15:40" 7014.2
"2020-11-23 01:15:50" 7014.0
"2020-11-23 01:16:00" 7014.0
"2020-11-23 01:16:10" 7014.5
"2020-11-23 01:16:20" 7015.0
"2020-11-23 01:16:30" 7015.9
"2020-11-23 01:16:40" 7016.4
"2020-11-23 01:16:50" 7016.7
"2020-11-23 01:17:00" 7016.7
"2020-11-23 01:17:10" 7016.2
"2020-11-23 01:17:20" 7015.7
"2020-11-23 01:17:30" 7015.4
"2020-11-23 01:17:40" 7014.7
"2020-11-23 01:17:50" 7013.7
"2020-11-23 01:18:00" 7012.8
"2020-11-23 01:18:10" 7011.1
"2020-11-23 01:18:20" 7009.3
"2020-11-23 01:18:30" 7007.6
"2020-11-23 01:18:40" 7006.4
"2020-11-23 01:18:50" 7005.2
"2020-11-23 01:19:00" 7004.0
"2020-11-23 01:19:10" 7003.0
"2020-11-23 01:19:20" 7002.3
"2020-11-23 01:19:30" 7002.0
"2020-11-23 01:19:40" 7002.0
"2020-11-23 01:19:50" 7002.5
"2020-11-23 01:20:00" 7002.8
"2020-11-23 01:20:10" 7003.3
"2020-11-23 01:20:20" 7004.0
"2020-11-23 01:20:30" 7004.2
"2020-11-23 01:20:40" 7004.5
"2020-11-23 01:20:50" 7004.7
"2020-11-23 01:21:00" 7005.5
"2020-11-23 01:21:10" 7006.0
"2020-11-23 01:21:20" 7006.7
"2020-11-23 01:21:30" 7007.4
"2020-11-23 01:21:40" 7008.2
"2020-11-23 01:21:50" 7009.1
"2020-11-23 01:22:00" 7009.9
"2020-11-23 01:22:10" 7010.6
"2020-11-23 01:22:20" 7010.6
"2020-11-23 01:22:30" 7010.1
"2020-11-23 01:22:40" 7009.6
"2020-11-23 01:22:50" 7008.9
"2020-11-23 01:23:00" 7009.1
"2020-11-23 01:23:10" 7009.6
"2020-11-23 01:23:20" 7010.1
"2020-11-23 01:23:30" 7010.6
"2020-11-23 01:23:40" 7010.8
"2020-11-23 01:23:50" 7011.3
"2020-11-23 01:24:00" 7011.6
"2020-11-23 01:24:10" 7011.8
"2020-11-23 01:24:20" 7012.5
"2020-11-23 01:24:30" 7013.0
"2020-11-23 01:24:40" 7014.0
"2020-11-23 01:24:50" 7014.7
"2020-11-23 01:25:00" 7015.5
"2020-11-23 01:25:10" 7016.5
"2020-11-23 01:25:20" 7016.9
"2020-11-23 01:25:30" 7017.7
"2020-11-23 01:25:40" 7018.7
"2020-11-23 01:25:50" 7019.6
"2020-11-23 01:26:00" 7020.1
"2020-11-23 01:26:10" 7020.4
"2020-11-23 01:26:20" 7020.9
"2020-11-23 01:26:30" 7020.6
"2020-11-23 01:26:40" 7020.1
"2020-11-23 01:26:50" 7019.6
"2020-11-23 01:27:00" 7019.1
"2020-11-23 01:27:10" 7018.9
"2020-11-23 01:27:20" 7018.9
"2020-11-23 01:27:30" 7018.7
"2020-11-23 01:27:40" 7018.7
"2020-11-23 01:27:50" 7019.2
"2020-11-23 01:28:00" 7019.4
"2020-11-23 01:28:10" 7019.6
"2020-11-23 01:28:20" 7019.9
"2020-11-23 01:28:30" 7020.1
"2020-11-23 01:28:40" 7020.1
"2020-11-23 01:28:50" 7020.4
"2020-11-23 01:29:00" 7020.4
"2020-11-23 01:29:10" 7020.1
"2020-11-23 01:29:20" 7019.9
"2020-11-23 01:29:30" 7020.4
"2020-11-23 01:29:40" 7020.4
"2020-11-23 01:29:50" 7020.9
"2020-11-23 01:30:00" 7021.4
"2020-11-23 01:30:10" 7021.8
"2020-11-23 01:30:20" 7022.3
"2020-11-23 01:30:30" 7022.6
"2020-11-23 01:30:40" 7022.8
"2020-11-23 01:30:50" 7022.8
"2020-11-23 01:31:00" 7022.8
"2020-11-23 01:31:10" 7022.8
"2020-11-23 01:31:20" 7023.3
"2020-11-23 01:31:30" 7023.6
"2020-11-23 01:31:40" 7023.6
"2020-11-23 01:31:50" 7023.6
"2020-11-23 01:32:00" 7023.3
"2020-11-23 01:32:10" 7022.8
"2020-11-23 01:32:20" 7022.3
"2020-11-23 01:32:30" 7021.9
"2020-11-23 01:32:40" 7021.1
"2020-11-23 01:32:50" 7020.9
"2020-11-23 01:33:00" 7020.1
"2020-11-23 01:33:10" 7019.4
"2020-11-23 01:33:20" 7018.9
"2020-11-23 01:33:30" 7018.7
"2020-11-23 01:33:40" 7018.4
"2020-11-23 01:33:50" 7018.7
"2020-11-23 01:34:00" 7018.9
"2020-11-23 01:34:10" 7018.9
"2020-11-23 01:34:20" 7019.4
"2020-11-23 01:34:30" 7019.6
"2020-11-23 01:34:40" 7020.1
"2020-11-23 01:34:50" 7020.1
"2020-11-23 01:35:00" 7020.1
"2020-11-23 01:35:10" 7020.4
"2020-11-23 01:35:20" 7020.4
"2020-11-23 01:35:30" 7020.9
"2020-11-23 01:35:40" 7020.9
"2020-11-23 01:35:50" 7020.9
"2020-11-23 01:36:00" 7021.4
"2020-11-23 01:36:10" 7021.4
"2020-11-23 01:36:20" 7021.4
"2020-11-23 01:36:30" 7021.4
"2020-11-23 01:36:40" 7021.8
"2020-11-23 01:36:50" 7022.1
"2020-11-23 01:37:00" 7022.1
"2020-11-23 01:37:10" 7022.3
"2020-11-23 01:37:20" 7022.3
"2020-11-23 01:37:30" 7022.3
"2020-11-23 01:37:40" 7022.1
"2020-11-23 01:37:50" 7021.9
"2020-11-23 01:38:00" 7021.6
"2020-11-23 01:38:10" 7021.6
"2020-11-23 01:38:20" 7021.4
"2020-11-23 01:38:30" 7021.4
"2020-11-23 01:38:40" 7021.1
"2020-11-23 01:38:50" 7021.1
"2020-11-23 01:39:00" 7020.9
"2020-11-23 01:39:10" 7020.6
"2020-11-23 01:39:20" 7020.2
"2020-11-23 01:39:30" 7019.9
"2020-11-23 01:39:40" 7019.4
"2020-11-23 01:39:50" 7019.4
"2020-11-23 01:40:00" 7018.9
"2020-11-23 01:40:10" 7018.7
"2020-11-23 01:40:20" 7018.2
"2020-11-23 01:40:30" 7017.7
"2020-11-23 01:40:40" 7017.5
"2020-11-23 01:40:50" 7017.2
"2020-11-23 01:41:00" 7017.0
"2020-11-23 01:41:10" 7016.7
"2020-11-23 01:41:20" 7016.3
"2020-11-23 01:41:30" 7016.3
"2020-11-23 01:41:40" 7016.3
"2020-11-23 01:41:50" 7016.0
"2020-11-23 01:42:00" 7016.3
"2020-11-23 01:42:10" 7016.0
"2020-11-23 01:42:20" 7015.8
"2020-11-23 01:42:30" 7015.8
"2020-11-23 01:42:40" 7015.8
"2020-11-23 01:42:50" 7015.8
"2020-11-23 01:43:00" 7015.8
"2020-11-23 01:43:10" 7016.0
"2020-11-23 01:43:20" 7016.5
"2020-11-23 01:43:30" 7016.5
"2020-11-23 01:43:40" 7016.5
"2020-11-23 01:43:50" 7017.0
"2020-11-23 01:44:00" 7017.0
"2020-11-23 01:44:10" 7017.5
"2020-11-23 01:44:20" 7017.5
"2020-11-23 01:44:30" 7017.7
"2020-11-23 01:44:40" 7018.2
"2020-11-23 01:44:50" 7018.2
"2020-11-23 01:45:00" 7018.5
"2020-11-23 01:45:10" 7018.2
"2020-11-23 01:45:20" 7018.5
"2020-11-23 01:45:30" 7018.7
"2020-11-23 01:45:40" 7018.9
"2020-11-23 01:45:50" 7018.9
"2020-11-23 01:46:00" 7018.9
"2020-11-23 01:46:10" 7018.9
"2020-11-23 01:46:20" 7018.9
"2020-11-23 01:46:30" 7018.9
"2020-11-23 01:46:40" 7018.9
"2020-11-23 01:46:50" 7018.5
"2020-11-23 01:47:00" 7018.0
"2020-11-23 01:47:10" 7017.5
"2020-11-23 01:47:20" 7017.0
"2020-11-23 01:47:30" 7016.5
"2020-11-23 01:47:40" 7016.3
"2020-11-23 01:47:50" 7016.3
"2020-11-23 01:48:00" 7016.0
"2020-11-23 01:48:10" 7015.8
"2020-11-23 01:48:20" 7015.5
"2020-11-23 01:48:30" 7015.3
"2020-11-23 01:48:40" 7015.3
"2020-11-23 01:48:50" 7015.5
"2020-11-23 01:49:00" 7015.5
"2020-11-23 01:49:10" 7015.3
"2020-11-23 01:49:20" 7015.0
"2020-11-23 01:49:30" 7015.3
"2020-11-23 01:49:40" 7014.8
"2020-11-23 01:49:50" 7014.6
"2020-11-23 01:50:00" 7014.6
"2020-11-23 01:50:10" 7014.6
"2020-11-23 01:50:20" 7014.6
"2020-11-23 01:50:30" 7014.3
"2020-11-23 01:50:40" 7014.1
"2020-11-23 01:50:50" 7013.8
"2020-11-23 01:51:00" 7013.6
"2020-11-23 01:51:10" 7013.8
"2020-11-23 01:51:20" 7013.8
"2020-11-23 01:51:30" 7013.3
"2020-11-23 01:51:40" 7012.8
"2020-11-23 01:51:50" 7012.8
"2020-11-23 01:52:00" 7012.4
"2020-11-23 01:52:10" 7012.1
"2020-11-23 01:52:20" 7011.4
"2020-11-23 01:52:30" 7011.1
"2020-11-23 01:52:40" 7010.6
"2020-11-23 01:52:50" 7010.4
"2020-11-23 01:53:00" 7010.2
"2020-11-23 01:53:10" 7009.7
"2020-11-23 01:53:20" 7009.7
"2020-11-23 01:53:30" 7009.4
"2020-11-23 01:53:40" 7009.4
"2020-11-23 01:53:50" 7009.4
"2020-11-23 01:54:00" 7009.4
"2020-11-23 01:54:10" 7009.7
"2020-11-23 01:54:20" 7009.9
"2020-11-23 01:54:30" 7010.1
"2020-11-23 01:54:40" 7010.4
"2020-11-23 01:54:50" 7010.6
"2020-11-23 01:55:00" 7010.9
"2020-11-23 01:55:10" 7011.1
"2020-11-23 01:55:20" 7011.1
"2020-11-23 01:55:30" 7011.1
"2020-11-23 01:55:40" 7010.9
"2020-11-23 01:55:50" 7011.1
"2020-11-23 01:56:00" 7011.1
"2020-11-23 01:56:10" 7011.1
