timestamp Dombas
"2020-11-23 00:00:00" 14076.4
"2020-11-23 00:00:10" 14076.3
"2020-11-23 00:00:20" 14076.0
"2020-11-23 00:00:30" 14076.0
"2020-11-23 00:00:40" 14076.1
"2020-11-23 00:00:50" 14076.3
"2020-11-23 00:01:00" 14076.0
"2020-11-23 00:01:10" 14076.0
"2020-11-23 00:01:20" 14076.1
"2020-11-23 00:01:30" 14076.4
"2020-11-23 00:01:40" 14076.5
"2020-11-23 00:01:50" 14076.5
"2020-11-23 00:02:00" 14076.4
"2020-11-23 00:02:10" 14076.5
"2020-11-23 00:02:20" 14076.4
"2020-11-23 00:02:30" 14076.3
"2020-11-23 00:02:40" 14076.4
"2020-11-23 00:02:50" 14076.5
"2020-11-23 00:03:00" 14076.6
"2020-11-23 00:03:10" 14076.8
"2020-11-23 00:03:20" 14076.5
"2020-11-23 00:03:30" 14076.4
"2020-11-23 00:03:40" 14076.5
"2020-11-23 00:03:50" 14076.5
"2020-11-23 00:04:00" 14076.5
"2020-11-23 00:04:10" 14076.5
"2020-11-23 00:04:20" 14076.7
"2020-11-23 00:04:30" 14076.9
"2020-11-23 00:04:40" 14077.0
"2020-11-23 00:04:50" 14076.7
"2020-11-23 00:05:00" 14076.6
"2020-11-23 00:05:10" 14076.6
"2020-11-23 00:05:20" 14076.9
"2020-11-23 00:05:30" 14077.1
"2020-11-23 00:05:40" 14077.1
"2020-11-23 00:05:50" 14076.7
"2020-11-23 00:06:00" 14076.7
"2020-11-23 00:06:10" 14076.9
"2020-11-23 00:06:20" 14076.9
"2020-11-23 00:06:30" 14076.5
"2020-11-23 00:06:40" 14076.7
"2020-11-23 00:06:50" 14076.9
"2020-11-23 00:07:00" 14076.6
"2020-11-23 00:07:10" 14076.5
"2020-11-23 00:07:20" 14076.6
"2020-11-23 00:07:30" 14076.6
"2020-11-23 00:07:40" 14076.0
"2020-11-23 00:07:50" 14075.7
"2020-11-23 00:08:00" 14076.0
"2020-11-23 00:08:10" 14075.9
"2020-11-23 00:08:20" 14075.8
"2020-11-23 00:08:30" 14076.0
"2020-11-23 00:08:40" 14076.1
"2020-11-23 00:08:50" 14076.4
"2020-11-23 00:09:00" 14076.1
"2020-11-23 00:09:10" 14076.2
"2020-11-23 00:09:20" 14076.5
"2020-11-23 00:09:30" 14076.5
"2020-11-23 00:09:40" 14076.6
"2020-11-23 00:09:50" 14076.5
"2020-11-23 00:10:00" 14076.6
"2020-11-23 00:10:10" 14076.7
"2020-11-23 00:10:20" 14077.0
"2020-11-23 00:10:30" 14076.6
"2020-11-23 00:10:40" 14076.6
"2020-11-23 00:10:50" 14076.8
"2020-11-23 00:11:00" 14077.0
"2020-11-23 00:11:10" 14077.2
"2020-11-23 00:11:20" 14076.8
"2020-11-23 00:11:30" 14076.5
"2020-11-23 00:11:40" 14076.6
"2020-11-23 00:11:50" 14076.7
"2020-11-23 00:12:00" 14076.8
"2020-11-23 00:12:10" 14076.7
"2020-11-23 00:12:20" 14076.5
"2020-11-23 00:12:30" 14076.6
"2020-11-23 00:12:40" 14076.8
"2020-11-23 00:12:50" 14076.9
"2020-11-23 00:13:00" 14077.1
"2020-11-23 00:13:10" 14076.7
"2020-11-23 00:13:20" 14076.7
"2020-11-23 00:13:30" 14076.7
"2020-11-23 00:13:40" 14076.8
"2020-11-23 00:13:50" 14077.1
"2020-11-23 00:14:00" 14077.3
"2020-11-23 00:14:10" 14077.3
"2020-11-23 00:14:20" 14077.2
"2020-11-23 00:14:30" 14077.1
"2020-11-23 00:14:40" 14077.1
"2020-11-23 00:14:50" 14077.3
"2020-11-23 00:15:00" 14077.5
"2020-11-23 00:15:10" 14077.5
"2020-11-23 00:15:20" 14077.3
"2020-11-23 00:15:30" 14077.3
"2020-11-23 00:15:40" 14077.5
"2020-11-23 00:15:50" 14077.3
"2020-11-23 00:16:00" 14077.3
"2020-11-23 00:16:10" 14077.0
"2020-11-23 00:16:20" 14077.0
"2020-11-23 00:16:30" 14077.2
"2020-11-23 00:16:40" 14077.3
"2020-11-23 00:16:50" 14077.3
"2020-11-23 00:17:00" 14077.4
"2020-11-23 00:17:10" 14077.5
"2020-11-23 00:17:20" 14077.7
"2020-11-23 00:17:30" 14077.5
"2020-11-23 00:17:40" 14077.5
"2020-11-23 00:17:50" 14077.8
"2020-11-23 00:18:00" 14078.0
"2020-11-23 00:18:10" 14077.9
"2020-11-23 00:18:20" 14078.0
"2020-11-23 00:18:30" 14078.1
"2020-11-23 00:18:40" 14078.3
"2020-11-23 00:18:50" 14078.1
"2020-11-23 00:19:00" 14078.0
"2020-11-23 00:19:10" 14078.0
"2020-11-23 00:19:20" 14078.4
"2020-11-23 00:19:30" 14078.2
"2020-11-23 00:19:40" 14078.0
"2020-11-23 00:19:50" 14078.2
"2020-11-23 00:20:00" 14078.2
"2020-11-23 00:20:10" 14078.2
"2020-11-23 00:20:20" 14078.2
"2020-11-23 00:20:30" 14077.9
"2020-11-23 00:20:40" 14077.8
"2020-11-23 00:20:50" 14077.9
"2020-11-23 00:21:00" 14077.9
"2020-11-23 00:21:10" 14077.9
"2020-11-23 00:21:20" 14078.0
"2020-11-23 00:21:30" 14077.9
"2020-11-23 00:21:40" 14077.9
"2020-11-23 00:21:50" 14078.3
"2020-11-23 00:22:00" 14078.4
